method,seed,ratio,split,image,score,threshold
random,43,0.001,validation,train/good/073.png,6.375210285186768,6.829803466796875
random,43,0.001,validation,train/good/080.png,6.308515548706055,6.829803466796875
random,43,0.001,validation,train/good/085.png,6.2574005126953125,6.829803466796875
random,43,0.001,validation,train/good/089.png,5.7673821449279785,6.829803466796875
random,43,0.001,validation,train/good/100.png,5.721643447875977,6.829803466796875
random,43,0.001,validation,train/good/104.png,5.736342430114746,6.829803466796875
random,43,0.001,validation,train/good/111.png,5.918797016143799,6.829803466796875
random,43,0.001,validation,train/good/123.png,5.678112506866455,6.829803466796875
random,43,0.001,validation,train/good/124.png,7.355842113494873,6.829803466796875
random,43,0.001,validation,train/good/140.png,6.4131760597229,6.829803466796875
random,43,0.001,validation,train/good/152.png,6.442024230957031,6.829803466796875
random,43,0.001,validation,train/good/160.png,8.716300010681152,6.829803466796875
random,43,0.001,validation,train/good/167.png,6.0837483406066895,6.829803466796875
random,43,0.001,validation,train/good/168.png,5.81848669052124,6.829803466796875
random,43,0.001,validation,train/good/169.png,5.941728115081787,6.829803466796875
random,43,0.001,validation,train/good/176.png,6.008023738861084,6.829803466796875
random,43,0.001,validation,train/good/177.png,6.345237731933594,6.829803466796875
random,43,0.001,validation,train/good/182.png,6.264888763427734,6.829803466796875
random,43,0.001,validation,train/good/187.png,6.112544536590576,6.829803466796875
random,43,0.001,validation,train/good/194.png,6.198122024536133,6.829803466796875
random,43,0.001,validation,train/good/195.png,5.996646404266357,6.829803466796875
random,43,0.001,validation,train/good/201.png,5.812381744384766,6.829803466796875
random,43,0.001,validation,train/good/204.png,6.829803466796875,6.829803466796875
random,43,0.001,validation,train/good/208.png,5.854782581329346,6.829803466796875
random,43,0.001,test,test/broken_large/000.png,9.171586990356445,6.829803466796875
random,43,0.001,test,test/broken_large/001.png,8.997407913208008,6.829803466796875
random,43,0.001,test,test/broken_large/002.png,9.20859146118164,6.829803466796875
random,43,0.001,test,test/broken_large/003.png,9.596731185913086,6.829803466796875
random,43,0.001,test,test/broken_large/004.png,11.018802642822266,6.829803466796875
random,43,0.001,test,test/broken_large/005.png,8.890246391296387,6.829803466796875
random,43,0.001,test,test/broken_large/006.png,10.32229232788086,6.829803466796875
random,43,0.001,test,test/broken_large/007.png,8.46947956085205,6.829803466796875
random,43,0.001,test,test/broken_large/008.png,10.025754928588867,6.829803466796875
random,43,0.001,test,test/broken_large/009.png,9.185665130615234,6.829803466796875
random,43,0.001,test,test/broken_large/010.png,9.057464599609375,6.829803466796875
random,43,0.001,test,test/broken_large/011.png,7.135077953338623,6.829803466796875
random,43,0.001,test,test/broken_large/012.png,10.526002883911133,6.829803466796875
random,43,0.001,test,test/broken_large/013.png,7.6854095458984375,6.829803466796875
random,43,0.001,test,test/broken_large/014.png,10.01442813873291,6.829803466796875
random,43,0.001,test,test/broken_large/015.png,10.209168434143066,6.829803466796875
random,43,0.001,test,test/broken_large/016.png,8.422098159790039,6.829803466796875
random,43,0.001,test,test/broken_large/017.png,10.94420051574707,6.829803466796875
random,43,0.001,test,test/broken_large/018.png,9.314387321472168,6.829803466796875
random,43,0.001,test,test/broken_large/019.png,8.393982887268066,6.829803466796875
random,43,0.001,test,test/broken_small/000.png,7.8988037109375,6.829803466796875
random,43,0.001,test,test/broken_small/001.png,9.718291282653809,6.829803466796875
random,43,0.001,test,test/broken_small/002.png,10.143407821655273,6.829803466796875
random,43,0.001,test,test/broken_small/003.png,10.185758590698242,6.829803466796875
random,43,0.001,test,test/broken_small/004.png,11.496049880981445,6.829803466796875
random,43,0.001,test,test/broken_small/005.png,7.203380107879639,6.829803466796875
random,43,0.001,test,test/broken_small/006.png,9.509437561035156,6.829803466796875
random,43,0.001,test,test/broken_small/007.png,8.02811336517334,6.829803466796875
random,43,0.001,test,test/broken_small/008.png,7.265040874481201,6.829803466796875
random,43,0.001,test,test/broken_small/009.png,9.059188842773438,6.829803466796875
random,43,0.001,test,test/broken_small/010.png,10.045660972595215,6.829803466796875
random,43,0.001,test,test/broken_small/011.png,8.783833503723145,6.829803466796875
random,43,0.001,test,test/broken_small/012.png,9.811089515686035,6.829803466796875
random,43,0.001,test,test/broken_small/013.png,7.575620174407959,6.829803466796875
random,43,0.001,test,test/broken_small/014.png,8.2881441116333,6.829803466796875
random,43,0.001,test,test/broken_small/015.png,7.193108081817627,6.829803466796875
random,43,0.001,test,test/broken_small/016.png,8.43246841430664,6.829803466796875
random,43,0.001,test,test/broken_small/017.png,11.991535186767578,6.829803466796875
random,43,0.001,test,test/broken_small/018.png,11.317137718200684,6.829803466796875
random,43,0.001,test,test/broken_small/019.png,9.676517486572266,6.829803466796875
random,43,0.001,test,test/broken_small/020.png,10.360095024108887,6.829803466796875
random,43,0.001,test,test/broken_small/021.png,8.497182846069336,6.829803466796875
random,43,0.001,test,test/contamination/000.png,7.356712818145752,6.829803466796875
random,43,0.001,test,test/contamination/001.png,6.294448375701904,6.829803466796875
random,43,0.001,test,test/contamination/002.png,7.059397220611572,6.829803466796875
random,43,0.001,test,test/contamination/003.png,5.622041702270508,6.829803466796875
random,43,0.001,test,test/contamination/004.png,5.560929775238037,6.829803466796875
random,43,0.001,test,test/contamination/005.png,8.634973526000977,6.829803466796875
random,43,0.001,test,test/contamination/006.png,6.601833820343018,6.829803466796875
random,43,0.001,test,test/contamination/007.png,13.547567367553711,6.829803466796875
random,43,0.001,test,test/contamination/008.png,7.864110946655273,6.829803466796875
random,43,0.001,test,test/contamination/009.png,8.702107429504395,6.829803466796875
random,43,0.001,test,test/contamination/010.png,7.698461055755615,6.829803466796875
random,43,0.001,test,test/contamination/011.png,7.665197372436523,6.829803466796875
random,43,0.001,test,test/contamination/012.png,5.626134872436523,6.829803466796875
random,43,0.001,test,test/contamination/013.png,11.207121849060059,6.829803466796875
random,43,0.001,test,test/contamination/014.png,7.5977783203125,6.829803466796875
random,43,0.001,test,test/contamination/015.png,7.752965450286865,6.829803466796875
random,43,0.001,test,test/contamination/016.png,5.965915203094482,6.829803466796875
random,43,0.001,test,test/contamination/017.png,10.670794486999512,6.829803466796875
random,43,0.001,test,test/contamination/018.png,10.830179214477539,6.829803466796875
random,43,0.001,test,test/contamination/019.png,5.84869909286499,6.829803466796875
random,43,0.001,test,test/contamination/020.png,6.610365390777588,6.829803466796875
random,43,0.001,test,test/good/000.png,5.575048446655273,6.829803466796875
random,43,0.001,test,test/good/001.png,5.713840961456299,6.829803466796875
random,43,0.001,test,test/good/002.png,6.119457244873047,6.829803466796875
random,43,0.001,test,test/good/003.png,6.4132232666015625,6.829803466796875
random,43,0.001,test,test/good/004.png,5.875773906707764,6.829803466796875
random,43,0.001,test,test/good/005.png,6.528340816497803,6.829803466796875
random,43,0.001,test,test/good/006.png,6.730594158172607,6.829803466796875
random,43,0.001,test,test/good/007.png,5.658227443695068,6.829803466796875
random,43,0.001,test,test/good/008.png,5.8409905433654785,6.829803466796875
random,43,0.001,test,test/good/009.png,5.5449538230896,6.829803466796875
random,43,0.001,test,test/good/010.png,5.703214645385742,6.829803466796875
random,43,0.001,test,test/good/011.png,5.63536262512207,6.829803466796875
random,43,0.001,test,test/good/012.png,5.752279281616211,6.829803466796875
random,43,0.001,test,test/good/013.png,5.844285488128662,6.829803466796875
random,43,0.001,test,test/good/014.png,6.630891799926758,6.829803466796875
random,43,0.001,test,test/good/015.png,5.860439777374268,6.829803466796875
random,43,0.001,test,test/good/016.png,6.054351329803467,6.829803466796875
random,43,0.001,test,test/good/017.png,5.762793064117432,6.829803466796875
random,43,0.001,test,test/good/018.png,5.858190059661865,6.829803466796875
random,43,0.001,test,test/good/019.png,5.712637424468994,6.829803466796875
random,43,0.005,validation,train/good/002.png,3.061281442642212,4.3371052742004395
random,43,0.005,validation,train/good/003.png,3.056264638900757,4.3371052742004395
random,43,0.005,validation,train/good/005.png,2.6892147064208984,4.3371052742004395
random,43,0.005,validation,train/good/013.png,3.0439529418945312,4.3371052742004395
random,43,0.005,validation,train/good/015.png,2.9540598392486572,4.3371052742004395
random,43,0.005,validation,train/good/021.png,3.1578712463378906,4.3371052742004395
random,43,0.005,validation,train/good/030.png,2.760652780532837,4.3371052742004395
random,43,0.005,validation,train/good/036.png,2.811969757080078,4.3371052742004395
random,43,0.005,validation,train/good/037.png,2.8133771419525146,4.3371052742004395
random,43,0.005,validation,train/good/042.png,3.251811981201172,4.3371052742004395
random,43,0.005,validation,train/good/044.png,2.505563974380493,4.3371052742004395
random,43,0.005,validation,train/good/045.png,3.1859779357910156,4.3371052742004395
random,43,0.005,validation,train/good/047.png,3.243206024169922,4.3371052742004395
random,43,0.005,validation,train/good/060.png,3.692383050918579,4.3371052742004395
random,43,0.005,validation,train/good/061.png,3.0549890995025635,4.3371052742004395
random,43,0.005,validation,train/good/064.png,3.162742853164673,4.3371052742004395
random,43,0.005,validation,train/good/069.png,3.0713634490966797,4.3371052742004395
random,43,0.005,validation,train/good/073.png,4.558376789093018,4.3371052742004395
random,43,0.005,validation,train/good/080.png,3.3894309997558594,4.3371052742004395
random,43,0.005,validation,train/good/085.png,3.2351226806640625,4.3371052742004395
random,43,0.005,validation,train/good/089.png,3.155937433242798,4.3371052742004395
random,43,0.005,validation,train/good/100.png,2.6518402099609375,4.3371052742004395
random,43,0.005,validation,train/good/104.png,2.922820806503296,4.3371052742004395
random,43,0.005,validation,train/good/111.png,3.095745086669922,4.3371052742004395
random,43,0.005,validation,train/good/123.png,3.1565935611724854,4.3371052742004395
random,43,0.005,validation,train/good/124.png,4.3371052742004395,4.3371052742004395
random,43,0.005,validation,train/good/140.png,3.6749303340911865,4.3371052742004395
random,43,0.005,validation,train/good/152.png,3.8350794315338135,4.3371052742004395
random,43,0.005,validation,train/good/160.png,5.082283020019531,4.3371052742004395
random,43,0.005,validation,train/good/167.png,3.7232589721679688,4.3371052742004395
random,43,0.005,validation,train/good/168.png,3.3942110538482666,4.3371052742004395
random,43,0.005,validation,train/good/169.png,3.004528045654297,4.3371052742004395
random,43,0.005,validation,train/good/176.png,3.067359685897827,4.3371052742004395
random,43,0.005,validation,train/good/177.png,3.5547640323638916,4.3371052742004395
random,43,0.005,validation,train/good/182.png,4.086132049560547,4.3371052742004395
random,43,0.005,validation,train/good/187.png,3.4885480403900146,4.3371052742004395
random,43,0.005,validation,train/good/194.png,3.66748046875,4.3371052742004395
random,43,0.005,validation,train/good/195.png,3.2609100341796875,4.3371052742004395
random,43,0.005,validation,train/good/201.png,3.5186655521392822,4.3371052742004395
random,43,0.005,validation,train/good/204.png,3.7295267581939697,4.3371052742004395
random,43,0.005,validation,train/good/208.png,2.9993021488189697,4.3371052742004395
random,43,0.005,test,test/broken_large/000.png,8.571215629577637,4.3371052742004395
random,43,0.005,test,test/broken_large/001.png,8.783576965332031,4.3371052742004395
random,43,0.005,test,test/broken_large/002.png,8.402512550354004,4.3371052742004395
random,43,0.005,test,test/broken_large/003.png,9.17696762084961,4.3371052742004395
random,43,0.005,test,test/broken_large/004.png,10.59433364868164,4.3371052742004395
random,43,0.005,test,test/broken_large/005.png,8.041667938232422,4.3371052742004395
random,43,0.005,test,test/broken_large/006.png,10.31326961517334,4.3371052742004395
random,43,0.005,test,test/broken_large/007.png,7.538950443267822,4.3371052742004395
random,43,0.005,test,test/broken_large/008.png,9.312739372253418,4.3371052742004395
random,43,0.005,test,test/broken_large/009.png,8.513619422912598,4.3371052742004395
random,43,0.005,test,test/broken_large/010.png,8.443587303161621,4.3371052742004395
random,43,0.005,test,test/broken_large/011.png,6.907660007476807,4.3371052742004395
random,43,0.005,test,test/broken_large/012.png,10.526002883911133,4.3371052742004395
random,43,0.005,test,test/broken_large/013.png,7.59227991104126,4.3371052742004395
random,43,0.005,test,test/broken_large/014.png,9.008672714233398,4.3371052742004395
random,43,0.005,test,test/broken_large/015.png,9.971419334411621,4.3371052742004395
random,43,0.005,test,test/broken_large/016.png,8.42209529876709,4.3371052742004395
random,43,0.005,test,test/broken_large/017.png,10.571020126342773,4.3371052742004395
random,43,0.005,test,test/broken_large/018.png,8.57279109954834,4.3371052742004395
random,43,0.005,test,test/broken_large/019.png,8.113268852233887,4.3371052742004395
random,43,0.005,test,test/broken_small/000.png,7.213724613189697,4.3371052742004395
random,43,0.005,test,test/broken_small/001.png,8.877837181091309,4.3371052742004395
random,43,0.005,test,test/broken_small/002.png,9.647737503051758,4.3371052742004395
random,43,0.005,test,test/broken_small/003.png,9.499038696289062,4.3371052742004395
random,43,0.005,test,test/broken_small/004.png,11.176790237426758,4.3371052742004395
random,43,0.005,test,test/broken_small/005.png,7.0086493492126465,4.3371052742004395
random,43,0.005,test,test/broken_small/006.png,9.50943660736084,4.3371052742004395
random,43,0.005,test,test/broken_small/007.png,8.002119064331055,4.3371052742004395
random,43,0.005,test,test/broken_small/008.png,6.820192813873291,4.3371052742004395
random,43,0.005,test,test/broken_small/009.png,8.584014892578125,4.3371052742004395
random,43,0.005,test,test/broken_small/010.png,10.045660972595215,4.3371052742004395
random,43,0.005,test,test/broken_small/011.png,8.118993759155273,4.3371052742004395
random,43,0.005,test,test/broken_small/012.png,9.811089515686035,4.3371052742004395
random,43,0.005,test,test/broken_small/013.png,7.575618743896484,4.3371052742004395
random,43,0.005,test,test/broken_small/014.png,7.747695446014404,4.3371052742004395
random,43,0.005,test,test/broken_small/015.png,6.970177173614502,4.3371052742004395
random,43,0.005,test,test/broken_small/016.png,8.312051773071289,4.3371052742004395
random,43,0.005,test,test/broken_small/017.png,11.113421440124512,4.3371052742004395
random,43,0.005,test,test/broken_small/018.png,10.969452857971191,4.3371052742004395
random,43,0.005,test,test/broken_small/019.png,9.124923706054688,4.3371052742004395
random,43,0.005,test,test/broken_small/020.png,10.025956153869629,4.3371052742004395
random,43,0.005,test,test/broken_small/021.png,8.497177124023438,4.3371052742004395
random,43,0.005,test,test/contamination/000.png,7.065657138824463,4.3371052742004395
random,43,0.005,test,test/contamination/001.png,5.288267135620117,4.3371052742004395
random,43,0.005,test,test/contamination/002.png,6.220860958099365,4.3371052742004395
random,43,0.005,test,test/contamination/003.png,3.989827871322632,4.3371052742004395
random,43,0.005,test,test/contamination/004.png,4.90187406539917,4.3371052742004395
random,43,0.005,test,test/contamination/005.png,7.879038333892822,4.3371052742004395
random,43,0.005,test,test/contamination/006.png,6.1346893310546875,4.3371052742004395
random,43,0.005,test,test/contamination/007.png,13.283075332641602,4.3371052742004395
random,43,0.005,test,test/contamination/008.png,6.98316764831543,4.3371052742004395
random,43,0.005,test,test/contamination/009.png,7.910955429077148,4.3371052742004395
random,43,0.005,test,test/contamination/010.png,7.1035237312316895,4.3371052742004395
random,43,0.005,test,test/contamination/011.png,6.959619045257568,4.3371052742004395
random,43,0.005,test,test/contamination/012.png,4.3748779296875,4.3371052742004395
random,43,0.005,test,test/contamination/013.png,8.674978256225586,4.3371052742004395
random,43,0.005,test,test/contamination/014.png,6.543602466583252,4.3371052742004395
random,43,0.005,test,test/contamination/015.png,7.145951747894287,4.3371052742004395
random,43,0.005,test,test/contamination/016.png,5.590105056762695,4.3371052742004395
random,43,0.005,test,test/contamination/017.png,9.535780906677246,4.3371052742004395
random,43,0.005,test,test/contamination/018.png,10.577519416809082,4.3371052742004395
random,43,0.005,test,test/contamination/019.png,4.721085071563721,4.3371052742004395
random,43,0.005,test,test/contamination/020.png,5.757326126098633,4.3371052742004395
random,43,0.005,test,test/good/000.png,3.2073898315429688,4.3371052742004395
random,43,0.005,test,test/good/001.png,3.167755365371704,4.3371052742004395
random,43,0.005,test,test/good/002.png,3.1357650756835938,4.3371052742004395
random,43,0.005,test,test/good/003.png,3.2773056030273438,4.3371052742004395
random,43,0.005,test,test/good/004.png,2.8869895935058594,4.3371052742004395
random,43,0.005,test,test/good/005.png,3.4693644046783447,4.3371052742004395
random,43,0.005,test,test/good/006.png,4.424672603607178,4.3371052742004395
random,43,0.005,test,test/good/007.png,3.089130401611328,4.3371052742004395
random,43,0.005,test,test/good/008.png,3.3686864376068115,4.3371052742004395
random,43,0.005,test,test/good/009.png,2.930938720703125,4.3371052742004395
random,43,0.005,test,test/good/010.png,3.310783624649048,4.3371052742004395
random,43,0.005,test,test/good/011.png,2.8372457027435303,4.3371052742004395
random,43,0.005,test,test/good/012.png,2.9919779300689697,4.3371052742004395
random,43,0.005,test,test/good/013.png,3.3639605045318604,4.3371052742004395
random,43,0.005,test,test/good/014.png,3.448131561279297,4.3371052742004395
random,43,0.005,test,test/good/015.png,3.29695725440979,4.3371052742004395
random,43,0.005,test,test/good/016.png,3.1641197204589844,4.3371052742004395
random,43,0.005,test,test/good/017.png,2.7567501068115234,4.3371052742004395
random,43,0.005,test,test/good/018.png,3.1445655822753906,4.3371052742004395
random,43,0.005,test,test/good/019.png,3.4163894653320312,4.3371052742004395
random,43,0.01,validation,train/good/002.png,2.6165809631347656,3.251811981201172
random,43,0.01,validation,train/good/003.png,2.5036582946777344,3.251811981201172
random,43,0.01,validation,train/good/005.png,2.4016170501708984,3.251811981201172
random,43,0.01,validation,train/good/013.png,2.7699105739593506,3.251811981201172
random,43,0.01,validation,train/good/015.png,2.1266326904296875,3.251811981201172
random,43,0.01,validation,train/good/021.png,2.3886091709136963,3.251811981201172
random,43,0.01,validation,train/good/030.png,2.389509439468384,3.251811981201172
random,43,0.01,validation,train/good/036.png,2.3286359310150146,3.251811981201172
random,43,0.01,validation,train/good/037.png,2.796142578125,3.251811981201172
random,43,0.01,validation,train/good/042.png,3.251811981201172,3.251811981201172
random,43,0.01,validation,train/good/044.png,2.3378448486328125,3.251811981201172
random,43,0.01,validation,train/good/045.png,3.18597412109375,3.251811981201172
random,43,0.01,validation,train/good/047.png,2.8924942016601562,3.251811981201172
random,43,0.01,validation,train/good/060.png,2.3996353149414062,3.251811981201172
random,43,0.01,validation,train/good/061.png,2.571150064468384,3.251811981201172
random,43,0.01,validation,train/good/064.png,2.507875680923462,3.251811981201172
random,43,0.01,validation,train/good/069.png,2.759289026260376,3.251811981201172
random,43,0.01,validation,train/good/073.png,4.558374404907227,3.251811981201172
random,43,0.01,validation,train/good/080.png,2.7820589542388916,3.251811981201172
random,43,0.01,validation,train/good/085.png,2.3525807857513428,3.251811981201172
random,43,0.01,validation,train/good/089.png,2.8019676208496094,3.251811981201172
random,43,0.01,validation,train/good/100.png,2.2734339237213135,3.251811981201172
random,43,0.01,validation,train/good/104.png,2.9228193759918213,3.251811981201172
random,43,0.01,validation,train/good/111.png,2.9792823791503906,3.251811981201172
random,43,0.01,validation,train/good/123.png,2.221885919570923,3.251811981201172
random,43,0.01,validation,train/good/124.png,2.746318817138672,3.251811981201172
random,43,0.01,validation,train/good/140.png,2.6052629947662354,3.251811981201172
random,43,0.01,validation,train/good/152.png,2.565934896469116,3.251811981201172
random,43,0.01,validation,train/good/160.png,2.9882047176361084,3.251811981201172
random,43,0.01,validation,train/good/167.png,2.64227294921875,3.251811981201172
random,43,0.01,validation,train/good/168.png,2.2548158168792725,3.251811981201172
random,43,0.01,validation,train/good/169.png,2.1852989196777344,3.251811981201172
random,43,0.01,validation,train/good/176.png,2.345691680908203,3.251811981201172
random,43,0.01,validation,train/good/177.png,2.326740264892578,3.251811981201172
random,43,0.01,validation,train/good/182.png,3.1488876342773438,3.251811981201172
random,43,0.01,validation,train/good/187.png,2.1230318546295166,3.251811981201172
random,43,0.01,validation,train/good/194.png,3.2753217220306396,3.251811981201172
random,43,0.01,validation,train/good/195.png,2.3533709049224854,3.251811981201172
random,43,0.01,validation,train/good/201.png,2.9970951080322266,3.251811981201172
random,43,0.01,validation,train/good/204.png,2.9523086547851562,3.251811981201172
random,43,0.01,validation,train/good/208.png,1.984319806098938,3.251811981201172
random,43,0.01,test,test/broken_large/000.png,8.345259666442871,3.251811981201172
random,43,0.01,test,test/broken_large/001.png,8.272640228271484,3.251811981201172
random,43,0.01,test,test/broken_large/002.png,8.38356876373291,3.251811981201172
random,43,0.01,test,test/broken_large/003.png,8.935935974121094,3.251811981201172
random,43,0.01,test,test/broken_large/004.png,10.153816223144531,3.251811981201172
random,43,0.01,test,test/broken_large/005.png,7.861209392547607,3.251811981201172
random,43,0.01,test,test/broken_large/006.png,10.128551483154297,3.251811981201172
random,43,0.01,test,test/broken_large/007.png,7.538946628570557,3.251811981201172
random,43,0.01,test,test/broken_large/008.png,9.187419891357422,3.251811981201172
random,43,0.01,test,test/broken_large/009.png,8.513625144958496,3.251811981201172
random,43,0.01,test,test/broken_large/010.png,8.443584442138672,3.251811981201172
random,43,0.01,test,test/broken_large/011.png,6.907660961151123,3.251811981201172
random,43,0.01,test,test/broken_large/012.png,10.108917236328125,3.251811981201172
random,43,0.01,test,test/broken_large/013.png,7.592277526855469,3.251811981201172
random,43,0.01,test,test/broken_large/014.png,8.85251522064209,3.251811981201172
random,43,0.01,test,test/broken_large/015.png,9.795711517333984,3.251811981201172
random,43,0.01,test,test/broken_large/016.png,8.220941543579102,3.251811981201172
random,43,0.01,test,test/broken_large/017.png,10.1368408203125,3.251811981201172
random,43,0.01,test,test/broken_large/018.png,8.572790145874023,3.251811981201172
random,43,0.01,test,test/broken_large/019.png,7.990344524383545,3.251811981201172
random,43,0.01,test,test/broken_small/000.png,6.490218639373779,3.251811981201172
random,43,0.01,test,test/broken_small/001.png,8.877838134765625,3.251811981201172
random,43,0.01,test,test/broken_small/002.png,9.544713973999023,3.251811981201172
random,43,0.01,test,test/broken_small/003.png,9.097343444824219,3.251811981201172
random,43,0.01,test,test/broken_small/004.png,11.118121147155762,3.251811981201172
random,43,0.01,test,test/broken_small/005.png,6.477871417999268,3.251811981201172
random,43,0.01,test,test/broken_small/006.png,9.509432792663574,3.251811981201172
random,43,0.01,test,test/broken_small/007.png,7.492325305938721,3.251811981201172
random,43,0.01,test,test/broken_small/008.png,6.417586803436279,3.251811981201172
random,43,0.01,test,test/broken_small/009.png,8.584012985229492,3.251811981201172
random,43,0.01,test,test/broken_small/010.png,9.123356819152832,3.251811981201172
random,43,0.01,test,test/broken_small/011.png,7.8076171875,3.251811981201172
random,43,0.01,test,test/broken_small/012.png,9.811084747314453,3.251811981201172
random,43,0.01,test,test/broken_small/013.png,7.243597030639648,3.251811981201172
random,43,0.01,test,test/broken_small/014.png,7.3013434410095215,3.251811981201172
random,43,0.01,test,test/broken_small/015.png,6.4270920753479,3.251811981201172
random,43,0.01,test,test/broken_small/016.png,7.780305862426758,3.251811981201172
random,43,0.01,test,test/broken_small/017.png,10.601670265197754,3.251811981201172
random,43,0.01,test,test/broken_small/018.png,10.665969848632812,3.251811981201172
random,43,0.01,test,test/broken_small/019.png,9.124927520751953,3.251811981201172
random,43,0.01,test,test/broken_small/020.png,9.795989990234375,3.251811981201172
random,43,0.01,test,test/broken_small/021.png,8.458518981933594,3.251811981201172
random,43,0.01,test,test/contamination/000.png,7.065654754638672,3.251811981201172
random,43,0.01,test,test/contamination/001.png,5.288264751434326,3.251811981201172
random,43,0.01,test,test/contamination/002.png,5.825018405914307,3.251811981201172
random,43,0.01,test,test/contamination/003.png,3.8921568393707275,3.251811981201172
random,43,0.01,test,test/contamination/004.png,4.2425055503845215,3.251811981201172
random,43,0.01,test,test/contamination/005.png,7.8790411949157715,3.251811981201172
random,43,0.01,test,test/contamination/006.png,6.042858600616455,3.251811981201172
random,43,0.01,test,test/contamination/007.png,13.283077239990234,3.251811981201172
random,43,0.01,test,test/contamination/008.png,6.983166217803955,3.251811981201172
random,43,0.01,test,test/contamination/009.png,7.910955429077148,3.251811981201172
random,43,0.01,test,test/contamination/010.png,7.057885646820068,3.251811981201172
random,43,0.01,test,test/contamination/011.png,6.912958145141602,3.251811981201172
random,43,0.01,test,test/contamination/012.png,4.281164646148682,3.251811981201172
random,43,0.01,test,test/contamination/013.png,8.414508819580078,3.251811981201172
random,43,0.01,test,test/contamination/014.png,5.680881977081299,3.251811981201172
random,43,0.01,test,test/contamination/015.png,6.979419231414795,3.251811981201172
random,43,0.01,test,test/contamination/016.png,5.43140983581543,3.251811981201172
random,43,0.01,test,test/contamination/017.png,9.01328182220459,3.251811981201172
random,43,0.01,test,test/contamination/018.png,10.467512130737305,3.251811981201172
random,43,0.01,test,test/contamination/019.png,4.595304012298584,3.251811981201172
random,43,0.01,test,test/contamination/020.png,5.210874080657959,3.251811981201172
random,43,0.01,test,test/good/000.png,2.32694411277771,3.251811981201172
random,43,0.01,test,test/good/001.png,3.164928436279297,3.251811981201172
random,43,0.01,test,test/good/002.png,2.976032257080078,3.251811981201172
random,43,0.01,test,test/good/003.png,2.3858680725097656,3.251811981201172
random,43,0.01,test,test/good/004.png,2.020467519760132,3.251811981201172
random,43,0.01,test,test/good/005.png,2.5892906188964844,3.251811981201172
random,43,0.01,test,test/good/006.png,4.4246745109558105,3.251811981201172
random,43,0.01,test,test/good/007.png,2.4047794342041016,3.251811981201172
random,43,0.01,test,test/good/008.png,2.6443824768066406,3.251811981201172
random,43,0.01,test,test/good/009.png,2.8921563625335693,3.251811981201172
random,43,0.01,test,test/good/010.png,2.7135391235351562,3.251811981201172
random,43,0.01,test,test/good/011.png,2.2448081970214844,3.251811981201172
random,43,0.01,test,test/good/012.png,2.5434722900390625,3.251811981201172
random,43,0.01,test,test/good/013.png,2.5605180263519287,3.251811981201172
random,43,0.01,test,test/good/014.png,2.263120651245117,3.251811981201172
random,43,0.01,test,test/good/015.png,3.1731510162353516,3.251811981201172
random,43,0.01,test,test/good/016.png,2.8521082401275635,3.251811981201172
random,43,0.01,test,test/good/017.png,2.4767205715179443,3.251811981201172
random,43,0.01,test,test/good/018.png,2.6786231994628906,3.251811981201172
random,43,0.01,test,test/good/019.png,2.511871337890625,3.251811981201172
random,44,0.001,validation,train/good/002.png,5.479965686798096,5.905096054077148
random,44,0.001,validation,train/good/003.png,5.859792232513428,5.905096054077148
random,44,0.001,validation,train/good/005.png,5.581079483032227,5.905096054077148
random,44,0.001,validation,train/good/013.png,5.905096054077148,5.905096054077148
random,44,0.001,validation,train/good/015.png,5.15919828414917,5.905096054077148
random,44,0.001,validation,train/good/021.png,5.124200820922852,5.905096054077148
random,44,0.001,validation,train/good/030.png,4.994874954223633,5.905096054077148
random,44,0.001,validation,train/good/036.png,5.186731338500977,5.905096054077148
random,44,0.001,validation,train/good/037.png,5.564357757568359,5.905096054077148
random,44,0.001,validation,train/good/042.png,5.544216156005859,5.905096054077148
random,44,0.001,validation,train/good/044.png,5.485477924346924,5.905096054077148
random,44,0.001,validation,train/good/045.png,5.290947437286377,5.905096054077148
random,44,0.001,validation,train/good/047.png,5.66330099105835,5.905096054077148
random,44,0.001,validation,train/good/060.png,5.4776930809021,5.905096054077148
random,44,0.001,validation,train/good/061.png,5.812540531158447,5.905096054077148
random,44,0.001,validation,train/good/064.png,5.347415924072266,5.905096054077148
random,44,0.001,validation,train/good/069.png,5.379602432250977,5.905096054077148
random,44,0.001,validation,train/good/073.png,6.4836649894714355,5.905096054077148
random,44,0.001,validation,train/good/080.png,5.050881862640381,5.905096054077148
random,44,0.001,validation,train/good/085.png,5.585348606109619,5.905096054077148
random,44,0.001,validation,train/good/089.png,5.317935943603516,5.905096054077148
random,44,0.001,validation,train/good/100.png,5.487993240356445,5.905096054077148
random,44,0.001,validation,train/good/104.png,5.373716831207275,5.905096054077148
random,44,0.001,validation,train/good/111.png,5.388755798339844,5.905096054077148
random,44,0.001,validation,train/good/123.png,5.349944591522217,5.905096054077148
random,44,0.001,validation,train/good/124.png,5.727787017822266,5.905096054077148
random,44,0.001,validation,train/good/140.png,5.503702163696289,5.905096054077148
random,44,0.001,validation,train/good/152.png,4.942625045776367,5.905096054077148
random,44,0.001,validation,train/good/160.png,6.969329833984375,5.905096054077148
random,44,0.001,validation,train/good/167.png,5.2157464027404785,5.905096054077148
random,44,0.001,validation,train/good/168.png,5.003998279571533,5.905096054077148
